Iteration max_z min_z max_grad min_grad
55 0.000248879 -0.000430642 1.06276 0.967303
56 0.000244486 -0.000423269 1.06212 0.967622
57 0.000240333 -0.000416035 1.06149 0.967944
58 0.000236392 -0.00040895 1.06087 0.968269
59 0.00023264 -0.00040202 1.06025 0.968597
60 0.000229055 -0.00039525 1.05965 0.968928
61 0.000225619 -0.000388643 1.05905 0.969261
62 0.000222318 -0.000382199 1.05847 0.969595
63 0.000219139 -0.000375916 1.05789 0.969931
64 0.000216069 -0.000369795 1.05731 0.970268
65 0.0002131 -0.000363831 1.05675 0.970606
66 0.000210222 -0.000358021 1.0562 0.970944
67 0.000207429 -0.000352362 1.05565 0.971283
68 0.000204713 -0.00034685 1.05511 0.971622
69 0.000202069 -0.00034148 1.05458 0.971961
70 0.000199492 -0.000336249 1.05406 0.972299
71 0.000196977 -0.000331151 1.05354 0.972637
72 0.000194521 -0.000326183 1.05303 0.972975
73 0.000192119 -0.000321437 1.05253 0.973311
74 0.000189769 -0.000316966 1.05204 0.973646
75 0.000187467 -0.000312595 1.05155 0.97398
76 0.000185212 -0.000308318 1.05107 0.974313
77 0.000183 -0.000304134 1.0506 0.974644
78 0.00018083 -0.000300038 1.05013 0.974974
79 0.0001787 -0.000296029 1.04967 0.975302
80 0.000176608 -0.000292103 1.04922 0.975628
81 0.000174551 -0.000288257 1.04877 0.975952
82 0.00017253 -0.000284488 1.04833 0.976274
83 0.000170542 -0.000280795 1.04789 0.976594
84 0.000168586 -0.000277175 1.04746 0.976912
85 0.00016666 -0.000273625 1.04704 0.977227
86 0.000164765 -0.000270143 1.04662 0.97754
87 0.000162898 -0.000266727 1.04621 0.97785
88 0.000161059 -0.000263375 1.04581 0.978158
89 0.000159246 -0.000260085 1.04541 0.978464
90 0.00015746 -0.000256855 1.04501 0.978766
91 0.000155699 -0.000253683 1.04462 0.979066
92 0.000153962 -0.000250567 1.04425 0.979364
93 0.000152249 -0.000247507 1.04388 0.979659
94 0.000150559 -0.0002445 1.04352 0.979951
95 0.000148892 -0.000241544 1.04316 0.98024
96 0.000147246 -0.000238639 1.0428 0.980502
97 0.000145621 -0.000235783 1.04245 0.980757
98 0.000144018 -0.000232975 1.04211 0.981009
99 0.000142434 -0.000230212 1.04177 0.98126
100 0.00014087 -0.000227495 1.04143 0.981507
101 0.000139325 -0.000224822 1.0411 0.981753
102 0.0001378 -0.000222192 1.04077 0.981996
103 0.000136292 -0.000219603 1.04044 0.982237
104 0.000134803 -0.000217056 1.04012 0.982475
105 0.000133331 -0.000214548 1.03981 0.982711
106 0.000131876 -0.000212078 1.03949 0.982944
107 0.000130439 -0.000209647 1.03918 0.983176
108 0.000129018 -0.000207252 1.03888 0.983404
109 0.000127613 -0.000204894 1.03858 0.983611
110 0.000126224 -0.000202571 1.03828 0.983812
111 0.00012485 -0.000200282 1.03798 0.984011
112 0.000123492 -0.000198027 1.03769 0.984209
113 0.00012215 -0.000195806 1.0374 0.984404
114 0.000120821 -0.000193616 1.03712 0.984598
115 0.000119508 -0.000191458 1.03684 0.98479
116 0.000118209 -0.000189331 1.03656 0.98498
117 0.000116924 -0.000187234 1.03629 0.985168
118 0.000115653 -0.000185167 1.03602 0.985354
119 0.000114395 -0.000183129 1.03575 0.985539
120 0.000113151 -0.00018112 1.03548 0.985721
121 0.00011192 -0.000179138 1.03522 0.985902
122 0.000110702 -0.000177184 1.03496 0.986081
123 0.000109497 -0.000175257 1.03471 0.986259
124 0.000108305 -0.000173356 1.03446 0.986434
125 0.000107125 -0.000171481 1.03421 0.986608
126 0.000105958 -0.000169632 1.03396 0.986779
127 0.000104802 -0.000167807 1.03372 0.98695
128 0.000103659 -0.000166007 1.03347 0.987118
129 0.000102527 -0.000164231 1.03324 0.987284
130 0.000101407 -0.000162478 1.033 0.987449
131 0.000100299 -0.000160749 1.03277 0.987612
132 9.92018e-05 -0.000159042 1.03254 0.987774
133 9.8116e-05 -0.000157358 1.03231 0.987934
134 9.70413e-05 -0.000155696 1.03208 0.988092
135 9.59775e-05 -0.000154055 1.03186 0.988248
136 9.49245e-05 -0.000152436 1.03164 0.988403
137 9.38823e-05 -0.000150837 1.03142 0.988555
138 9.28506e-05 -0.000149259 1.03121 0.988707
139 9.18293e-05 -0.000147702 1.03099 0.988857
140 9.08183e-05 -0.000146164 1.03078 0.988989
141 8.98176e-05 -0.000144645 1.03057 0.989056
142 8.88269e-05 -0.000143146 1.03037 0.989123
143 8.78462e-05 -0.000141666 1.03016 0.989189
144 8.68754e-05 -0.000140205 1.02996 0.989255
145 8.59143e-05 -0.000138762 1.02976 0.989321
146 8.49629e-05 -0.000137337 1.02956 0.989386
147 8.4021e-05 -0.00013593 1.02937 0.989452
148 8.30885e-05 -0.00013454 1.02918 0.989517
149 8.21654e-05 -0.000133168 1.02899 0.989582
150 8.12515e-05 -0.000131812 1.0288 0.989646
151 8.03468e-05 -0.000130473 1.02861 0.98971
152 7.94511e-05 -0.000129151 1.02842 0.989774
153 7.85643e-05 -0.000127845 1.02824 0.989838
154 7.76865e-05 -0.000126555 1.02806 0.989902
155 7.68174e-05 -0.000125281 1.02788 0.989965
156 7.59569e-05 -0.000124022 1.0277 0.990028
157 7.51051e-05 -0.000122778 1.02753 0.990091
158 7.42618e-05 -0.00012155 1.02735 0.990153
159 7.34269e-05 -0.000120336 1.02718 0.990215
160 7.26003e-05 -0.000119137 1.02701 0.990277
161 7.1782e-05 -0.000117953 1.02684 0.990339
162 7.09718e-05 -0.000116782 1.02668 0.9904
163 7.01698e-05 -0.000115626 1.02651 0.990461
164 6.93757e-05 -0.0001145 1.02635 0.990522
165 6.85896e-05 -0.000113397 1.02619 0.990583
166 6.78113e-05 -0.000112307 1.02603 0.990643
167 6.70408e-05 -0.00011123 1.02587 0.990703
168 6.62781e-05 -0.000110164 1.02572 0.990763
169 6.55229e-05 -0.000109111 1.02556 0.990822
170 6.47753e-05 -0.000108069 1.02541 0.990881
171 6.40352e-05 -0.000107039 1.02526 0.99094
172 6.33025e-05 -0.00010602 1.02511 0.990998
173 6.25771e-05 -0.000105012 1.02496 0.991057
174 6.1859e-05 -0.000104016 1.02481 0.991115
175 6.11481e-05 -0.000103031 1.02466 0.991172
176 6.04443e-05 -0.000102057 1.02452 0.99123
177 5.97476e-05 -0.000101094 1.02438 0.991287
178 5.90579e-05 -0.000100141 1.02424 0.991344
179 5.83751e-05 -9.91991e-05 1.0241 0.9914
180 5.76992e-05 -9.82675e-05 1.02396 0.991456
